CADCellName,Label,X,Y,Z,XANG,YANG,ZANG,SC_X,SC_Y,L,K0L,K1L,K2L,K3L
Q12901,Q12901,0,0,1216.5939,0,0,0,0.00125569,0.002004228,0.0534,0,-0.031100077,0,0
DAQ4,DAQ4,0,0,1216.6473,0,0,0,0.001256361,0.002002676,2.5527,0,0,0,0
LI12END,LI12END,0,0,1219.2,0,0,0,0.001349227,0.001852053,0,0,0,0,0
LI13BEG,LI13BEG,0,0,1219.2,0,0,0,0.001349227,0.001852053,0,0,0,0,0
K13_1A,K13_1A,0,0,1219.2,0,0,0,0.001349227,0.001852053,3.0441,0,0,0,0
K13_1B,K13_1B,0,0,1222.2441,0,0,0,0.001471021,0.001667441,3.0441,0,0,0,0
K13_1C,K13_1C,0,0,1225.2882,0,0,0,0.001610282,0.001499395,3.0441,0,0,0,0
K13_1D,K13_1D,0,0,1228.3323,0,0,0,0.001761635,0.001351996,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1231.3764,0,0,0,0.001921155,0.001230497,0.0342,0,0,0,0
Q13201,Q13201,0,0,1231.4106,0,0,0,0.001923158,0.001229415,0.0534,0,0.031417797,0,0
BPM13201,BPM13201,0,0,1231.464,0,0,0,0.001924674,0.001228763,0,0,0,0,0
Q13201,Q13201,0,0,1231.464,0,0,0,0.001924674,0.001228763,0.0534,0,0.031417797,0,0
DAQ2,DAQ2,0,0,1231.5174,0,0,0,0.001922964,0.001230183,0.027,0,0,0,0
K13_2A1,K13_2A1,0,0,1231.5444,0,0,0,0.001921284,0.001231425,0.3256,0,0,0,0
XC13202,XC13202,0,0,1231.87,0,0,0,0.001899524,0.00124558,0,0,0,0,0
K13_2A2,K13_2A2,0,0,1231.87,0,0,0,0.001899524,0.00124558,0.3846,0,0,0,0
YC13203,YC13203,0,0,1232.2546,0,0,0,0.001873966,0.001262683,0,0,0,0,0
K13_2A3,K13_2A3,0,0,1232.2546,0,0,0,0.001873966,0.001262683,2.3339,0,0,0,0
K13_2B,K13_2B,0,0,1234.5885,0,0,0,0.001722501,0.001374142,3.0441,0,0,0,0
K13_2C,K13_2C,0,0,1237.6326,0,0,0,0.001537352,0.001535541,3.0441,0,0,0,0
K13_2D,K13_2D,0,0,1240.6767,0,0,0,0.001369682,0.001709076,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1243.7208,0,0,0,0.001224554,0.001890241,0.0342,0,0,0,0
Q13301,Q13301,0,0,1243.755,0,0,0,0.001223181,0.00189247,0.0534,0,-0.032953979,0,0
BPM13301,BPM13301,0,0,1243.8084,0,0,0,0.001222119,0.001894286,0,0,0,0,0
Q13301,Q13301,0,0,1243.8084,0,0,0,0.001222119,0.001894286,0.0534,0,-0.032953979,0,0
DAQ2,DAQ2,0,0,1243.8618,0,0,0,0.001223216,0.001892771,0.027,0,0,0,0
K13_3A1,K13_3A1,0,0,1243.8888,0,0,0,0.001224319,0.001891164,0.3312,0,0,0,0
XC13302,XC13302,0,0,1244.22,0,0,0,0.001237042,0.001870033,0,0,0,0,0
K13_3A2,K13_3A2,0,0,1244.22,0,0,0,0.001237042,0.001870033,0.3822,0,0,0,0
YC13303,YC13303,0,0,1244.6022,0,0,0,0.001252074,0.001845784,0,0,0,0,0
K13_3A3,K13_3A3,0,0,1244.6022,0,0,0,0.001252074,0.001845784,2.3307,0,0,0,0
K13_3B,K13_3B,0,0,1246.9329,0,0,0,0.001350756,0.00170121,3.0441,0,0,0,0
K13_3C,K13_3C,0,0,1249.977,0,0,0,0.001494754,0.001523698,3.0441,0,0,0,0
K13_3D,K13_3D,0,0,1253.0211,0,0,0,0.001650679,0.001362058,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1256.0652,0,0,0,0.001814469,0.001220767,0.0342,0,0,0,0
Q13401,Q13401,0,0,1256.0994,0,0,0,0.00181649,0.001219415,0.0534,0,0.031711737,0,0
BPM13401,BPM13401,0,0,1256.1528,0,0,0,0.001818108,0.001218342,0,0,0,0,0
Q13401,Q13401,0,0,1256.1528,0,0,0,0.001818108,0.001218342,0.0534,0,0.031711737,0,0
DAQ2,DAQ2,0,0,1256.2062,0,0,0,0.001816649,0.00121934,0.027,0,0,0,0
K13_4A1,K13_4A1,0,0,1256.2332,0,0,0,0.001815135,0.00122037,0.3268,0,0,0,0
XC13402,XC13402,0,0,1256.56,0,0,0,0.001795546,0.001232085,0,0,0,0,0
K13_4A2,K13_4A2,0,0,1256.56,0,0,0,0.001795546,0.001232085,0.4501,0,0,0,0
YC13403,YC13403,0,0,1257.0101,0,0,0,0.001768721,0.00124861,0,0,0,0,0
K13_4A3,K13_4A3,0,0,1257.0101,0,0,0,0.001768721,0.00124861,2.2672,0,0,0,0
K13_4B,K13_4B,0,0,1259.2773,0,0,0,0.001636854,0.001338087,3.0441,0,0,0,0
K13_4C,K13_4C,0,0,1262.3214,0,0,0,0.001470701,0.001471932,3.0441,0,0,0,0
K13_4D,K13_4D,0,0,1265.3655,0,0,0,0.001319996,0.00161702,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1268.4096,0,0,0,0.001189009,0.001769731,0.0342,0,0,0,0
Q13501,Q13501,0,0,1268.4438,0,0,0,0.00118776,0.001771615,0.0534,0,-0.031393343,0,0
BPM13501,BPM13501,0,0,1268.4972,0,0,0,0.001186812,0.001773073,0,0,0,0,0
Q13501,Q13501,0,0,1268.4972,0,0,0,0.001186812,0.001773073,0.0534,0,-0.031393343,0,0
DAQ2,DAQ2,0,0,1268.5506,0,0,0,0.00118786,0.001771562,0.027,0,0,0,0
K13_5A1,K13_5A1,0,0,1268.5776,0,0,0,0.001188896,0.001770047,0.3324,0,0,0,0
XC13502,XC13502,0,0,1268.91,0,0,0,0.001200961,0.001750223,0,0,0,0,0
K13_5A2,K13_5A2,0,0,1268.91,0,0,0,0.001200961,0.001750223,0.25,0,0,0,0
YC13503,YC13503,0,0,1269.16,0,0,0,0.001210219,0.001735411,0,0,0,0,0
K13_5A3,K13_5A3,0,0,1269.16,0,0,0,0.001210219,0.001735411,2.4617,0,0,0,0
K13_5B,K13_5B,0,0,1271.6217,0,0,0,0.001307685,0.001592552,3.0441,0,0,0,0
K13_5C,K13_5C,0,0,1274.6658,0,0,0,0.001441978,0.001426793,3.0441,0,0,0,0
K13_5D,K13_5D,0,0,1277.7099,0,0,0,0.001587012,0.001276138,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1280.754,0,0,0,0.001739301,0.001145007,0.0342,0,0,0,0
Q13601,Q13601,0,0,1280.7882,0,0,0,0.001741169,0.001143749,0.0534,0,0.031596976,0,0
BPM13601,BPM13601,0,0,1280.8416,0,0,0,0.001742619,0.001142754,0,0,0,0,0
Q13601,Q13601,0,0,1280.8416,0,0,0,0.001742619,0.001142754,0.0534,0,0.031596976,0,0
DAQ2,DAQ2,0,0,1280.895,0,0,0,0.001741131,0.001143696,0.027,0,0,0,0
K13_6A1,K13_6A1,0,0,1280.922,0,0,0,0.001739636,0.001144662,0.328,0,0,0,0
XC13602,XC13602,0,0,1281.25,0,0,0,0.001720397,0.001155794,0,0,0,0,0
K13_6A2,K13_6A2,0,0,1281.25,0,0,0,0.001720397,0.001155794,0.25,0,0,0,0
YC13603,YC13603,0,0,1281.5,0,0,0,0.001705824,0.001164461,0,0,0,0,0
K13_6A3,K13_6A3,0,0,1281.5,0,0,0,0.001705824,0.001164461,2.4661,0,0,0,0
K13_6B,K13_6B,0,0,1283.9661,0,0,0,0.001564916,0.001256489,3.0441,0,0,0,0
K13_6C,K13_6C,0,0,1287.0102,0,0,0,0.001401311,0.00138426,3.0441,0,0,0,0
K13_6D,K13_6D,0,0,1290.0543,0,0,0,0.001252063,0.001523189,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1293.0984,0,0,0,0.00112147,0.00166974,0.0342,0,0,0,0
Q13701,Q13701,0,0,1293.1326,0,0,0,0.001120207,0.001671535,0.0534,0,-0.032553982,0,0
BPM13701,BPM13701,0,0,1293.186,0,0,0,0.001119213,0.001672886,0,0,0,0,0
Q13701,Q13701,0,0,1293.186,0,0,0,0.001119213,0.001672886,0.0534,0,-0.032553982,0,0
DAQ2,DAQ2,0,0,1293.2394,0,0,0,0.001120173,0.001671332,0.027,0,0,0,0
K13_7A1,K13_7A1,0,0,1293.2664,0,0,0,0.001121152,0.001669811,0.3336,0,0,0,0
XC13702,XC13702,0,0,1293.6,0,0,0,0.001132688,0.00165003,0,0,0,0,0
K13_7A2,K13_7A2,0,0,1293.6,0,0,0,0.001132688,0.00165003,0.25,0,0,0,0
YC13703,YC13703,0,0,1293.85,0,0,0,0.00114151,0.001635297,0,0,0,0,0
K13_7A3,K13_7A3,0,0,1293.85,0,0,0,0.00114151,0.001635297,2.4605,0,0,0,0
K13_7B,K13_7B,0,0,1296.3105,0,0,0,0.001234576,0.00149325,3.0441,0,0,0,0
K13_7C,K13_7C,0,0,1299.3546,0,0,0,0.001363221,0.00132813,3.0441,0,0,0,0
K13_7D,K13_7D,0,0,1302.3987,0,0,0,0.001502451,0.001178108,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1305.4428,0,0,0,0.001648878,0.001048193,0.0342,0,0,0,0
Q13801,Q13801,0,0,1305.477,0,0,0,0.001650662,0.001046941,0.0534,0,0.034733119,0,0
BPM13801,BPM13801,0,0,1305.5304,0,0,0,0.00165192,0.001045963,0,0,0,0,0
Q13801,Q13801,0,0,1305.5304,0,0,0,0.00165192,0.001045963,0.0534,0,0.034733119,0,0
DAQ2,DAQ2,0,0,1305.5838,0,0,0,0.001650115,0.001046933,0.027,0,0,0,0
K13_8A1,K13_8A1,0,0,1305.6108,0,0,0,0.00164843,0.001047917,0.3292,0,0,0,0
XC13802,XC13802,0,0,1305.94,0,0,0,0.001626951,0.001059442,0,0,0,0,0
K13_8A2,K13_8A2,0,0,1305.94,0,0,0,0.001626951,0.001059442,0.4064,0,0,0,0
YC13803,YC13803,0,0,1306.3464,0,0,0,0.001600564,0.001074035,0,0,0,0,0
K13_8A3,K13_8A3,0,0,1306.3464,0,0,0,0.001600564,0.001074035,2.3085,0,0,0,0
K13_8B,K13_8B,0,0,1308.6549,0,0,0,0.001453693,0.001163664,3.0441,0,0,0,0
K13_8C,K13_8C,0,0,1311.699,0,0,0,0.001270424,0.001296152,3.0441,0,0,0,0
K13_8D1,K13_8D1,0,0,1314.7431,0,0,0,0.00110297,0.001439994,2.3869,0,0,0,0
XC13900,XC13900,0,0,1317.13,0,0,0,0.000986888,0.001558221,0,0,0,0,0
K13_8D2,K13_8D2,0,0,1317.13,0,0,0,0.000986888,0.001558221,0.25,0,0,0,0
YC13900,YC13900,0,0,1317.38,0,0,0,0.00097573,0.001570875,0,0,0,0,0
K13_8D3,K13_8D3,0,0,1317.38,0,0,0,0.00097573,0.001570875,0.4072,0,0,0,0
DAQ3,DAQ3,0,0,1317.7872,0,0,0,0.000957967,0.001591519,0.3533,0,0,0,0
Q13901,Q13901,0,0,1318.1405,0,0,0,0.000943598,0.001610498,0.0534,0,-0.035844478,0,0
BPM13901,BPM13901,0,0,1318.1939,0,0,0,0.000942366,0.001611832,0,0,0,0,0
Q13901,Q13901,0,0,1318.1939,0,0,0,0.000942366,0.001611832,0.0534,0,-0.035844478,0,0
DAQ4,DAQ4,0,0,1318.2473,0,0,0,0.000942947,0.001610084,2.5527,0,0,0,0
LI13END,LI13END,0,0,1320.8,0,0,0,0.001024437,0.001455332,0,0,0,0,0
LI14BEG,LI14BEG,0,0,1320.8,0,0,0,0.001024437,0.001455332,0,0,0,0,0
K14_1A,K14_1A,0,0,1320.8,0,0,0,0.001024437,0.001455332,3.0441,0,0,0,0
K14_1B,K14_1B,0,0,1323.8441,0,0,0,0.001137749,0.001271873,3.0441,0,0,0,0
K14_1C,K14_1C,0,0,1326.8882,0,0,0,0.001267573,0.001103232,3.0441,0,0,0,0
K14_1D,K14_1D,0,0,1329.9323,0,0,0,0.001408564,0.000955601,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1332.9764,0,0,0,0.001557006,0.0008383,0.0342,0,0,0,0
Q14201,Q14201,0,0,1333.0106,0,0,0,0.0015588,0.00083725,0.0534,0,0.044865924,0,0
BPM14201,BPM14201,0,0,1333.064,0,0,0,0.001559734,0.000836623,0,0,0,0,0
Q14201,Q14201,0,0,1333.064,0,0,0,0.001559734,0.000836623,0.0534,0,0.044865924,0,0
DAQ2,DAQ2,0,0,1333.1174,0,0,0,0.001556933,0.000838013,0.027,0,0,0,0
K14_2A1,K14_2A1,0,0,1333.1444,0,0,0,0.001554574,0.000839229,0.3256,0,0,0,0
XC14202,XC14202,0,0,1333.47,0,0,0,0.001525348,0.000853677,0,0,0,0,0
K14_2A2,K14_2A2,0,0,1333.47,0,0,0,0.001525348,0.000853677,0.25,0,0,0,0
YC14203,YC14203,0,0,1333.72,0,0,0,0.001502996,0.000865073,0,0,0,0,0
K14_2A3,K14_2A3,0,0,1333.72,0,0,0,0.001502996,0.000865073,2.4685,0,0,0,0
K14_2B,K14_2B,0,0,1336.1885,0,0,0,0.00128577,0.000988801,3.0441,0,0,0,0
K14_2C,K14_2C,0,0,1339.2326,0,0,0,0.001031302,0.001161891,3.0441,0,0,0,0
K14_2D,K14_2D,0,0,1342.2767,0,0,0,0.000801784,0.001348362,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1345.3208,0,0,0,0.000621177,0.001542397,0.0342,0,0,0,0
Q14301,Q14301,0,0,1345.355,0,0,0,0.00061962,0.001544695,0.0534,0,-0.044800172,0,0
BPM14301,BPM14301,0,0,1345.4084,0,0,0,0.000617953,0.001546435,0,0,0,0,0
Q14301,Q14301,0,0,1345.4084,0,0,0,0.000617953,0.001546435,0.0534,0,-0.044800172,0,0
DAQ2,DAQ2,0,0,1345.4618,0,0,0,0.000617794,0.001544479,0.027,0,0,0,0
K14_3A1,K14_3A1,0,0,1345.4888,0,0,0,0.000618098,0.001542556,0.3312,0,0,0,0
XC14302,XC14302,0,0,1345.82,0,0,0,0.00062211,0.001518207,0,0,0,0,0
K14_3A2,K14_3A2,0,0,1345.82,0,0,0,0.00062211,0.001518207,0.4012,0,0,0,0
YC14303,YC14303,0,0,1346.2212,0,0,0,0.00062843,0.001488836,0,0,0,0,0
K14_3A3,K14_3A3,0,0,1346.2212,0,0,0,0.00062843,0.001488836,2.3117,0,0,0,0
K14_3B,K14_3B,0,0,1348.5329,0,0,0,0.000692894,0.001322611,3.0441,0,0,0,0
K14_3C,K14_3C,0,0,1351.577,0,0,0,0.000832877,0.001114463,3.0441,0,0,0,0
K14_3D,K14_3D,0,0,1354.6211,0,0,0,0.001009638,0.000924333,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1357.6652,0,0,0,0.001205736,0.000763468,0.0342,0,0,0,0
Q14401,Q14401,0,0,1357.6994,0,0,0,0.001208076,0.000761934,0.0534,0,0.04363795,0,0
BPM14401,BPM14401,0,0,1357.7528,0,0,0,0.001210324,0.000760439,0,0,0,0,0
Q14401,Q14401,0,0,1357.7528,0,0,0,0.001210324,0.000760439,0.0534,0,0.04363795,0,0
DAQ2,DAQ2,0,0,1357.8062,0,0,0,0.001209756,0.00076073,0.027,0,0,0,0
K14_4A1,K14_4A1,0,0,1357.8332,0,0,0,0.001208757,0.000761331,0.3268,0,0,0,0
XC14402,XC14402,0,0,1358.16,0,0,0,0.00119644,0.000768701,0,0,0,0,0
K14_4A2,K14_4A2,0,0,1358.16,0,0,0,0.00119644,0.000768701,0.25,0,0,0,0
YC14403,YC14403,0,0,1358.41,0,0,0,0.001187126,0.000774698,0,0,0,0,0
K14_4A3,K14_4A3,0,0,1358.41,0,0,0,0.001187126,0.000774698,2.4673,0,0,0,0
K14_4B,K14_4B,0,0,1360.8773,0,0,0,0.001099814,0.000848388,3.0441,0,0,0,0
K14_4C,K14_4C,0,0,1363.9214,0,0,0,0.001006802,0.000968639,3.0441,0,0,0,0
K14_4D,K14_4D,0,0,1366.9655,0,0,0,0.000934145,0.001110846,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1370.0096,0,0,0,0.000886381,0.001267167,0.0342,0,0,0,0
Q14501,Q14501,0,0,1370.0438,0,0,0,0.000886027,0.001269019,0.0534,0,-0.020793527,0,0
BPM14501,BPM14501,0,0,1370.0972,0,0,0,0.000885973,0.001271209,0,0,0,0,0
Q14501,Q14501,0,0,1370.0972,0,0,0,0.000885973,0.001271209,0.0534,0,-0.020793527,0,0
DAQ2,DAQ2,0,0,1370.1506,0,0,0,0.000886912,0.001271989,0.027,0,0,0,0
K14_5A1,K14_5A1,0,0,1370.1776,0,0,0,0.000887639,0.001272028,0.3324,0,0,0,0
XC14502,XC14502,0,0,1370.51,0,0,0,0.000896546,0.001272252,0,0,0,0,0
K14_5A2,K14_5A2,0,0,1370.51,0,0,0,0.000896546,0.001272252,0.25,0,0,0,0
YC14503,YC14503,0,0,1370.76,0,0,0,0.000903468,0.001272507,0,0,0,0,0
K14_5A3,K14_5A3,0,0,1370.76,0,0,0,0.000903468,0.001272507,2.4617,0,0,0,0
K14_5B,K14_5B,0,0,1373.2217,0,0,0,0.000980194,0.001278054,3.0441,0,0,0,0
K14_5C,K14_5C,0,0,1376.2658,0,0,0,0.001093193,0.001293347,3.0441,0,0,0,0
K14_5D,K14_5D,0,0,1379.3099,0,0,0,0.001220634,0.001317535,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1382.354,0,0,0,0.001358116,0.001350003,0.0342,0,0,0,0
Q14601,Q14601,0,0,1382.3882,0,0,0,0.001359744,0.001350451,0.0534,0,0.022938197,0,0
BPM14601,BPM14601,0,0,1382.4416,0,0,0,0.001361454,0.001351979,0,0,0,0,0
Q14601,Q14601,0,0,1382.4416,0,0,0,0.001361454,0.001351979,0.0534,0,0.022938197,0,0
DAQ2,DAQ2,0,0,1382.495,0,0,0,0.001361499,0.001355165,0.027,0,0,0,0
K14_6A1,K14_6A1,0,0,1382.522,0,0,0,0.001361101,0.001357197,0.328,0,0,0,0
XC14602,XC14602,0,0,1382.85,0,0,0,0.001356361,0.001381971,0,0,0,0,0
K14_6A2,K14_6A2,0,0,1382.85,0,0,0,0.001356361,0.001381971,0.4044,0,0,0,0
YC14603,YC14603,0,0,1383.2544,0,0,0,0.001350627,0.001412621,0,0,0,0,0
K14_6A3,K14_6A3,0,0,1383.2544,0,0,0,0.001350627,0.001412621,2.3117,0,0,0,0
K14_6B,K14_6B,0,0,1385.5661,0,0,0,0.001320304,0.001589693,3.0441,0,0,0,0
K14_6C,K14_6C,0,0,1388.6102,0,0,0,0.001287702,0.001826968,3.0441,0,0,0,0
K14_6D1,K14_6D1,0,0,1391.6543,0,0,0,0.001264035,0.002067445,2.3321,0,0,0,0
XC14702,XC14702,0,0,1393.9864,0,0,0,0.001252282,0.002253226,0,0,0,0,0
K14_6D2,K14_6D2,0,0,1393.9864,0,0,0,0.001252282,0.002253226,0.3048,0,0,0,0
YC14703,YC14703,0,0,1394.2912,0,0,0,0.001251203,0.002277657,0,0,0,0,0
K14_6D3,K14_6D3,0,0,1394.2912,0,0,0,0.001251203,0.002277657,0.4072,0,0,0,0
LI14TERM,LI14TERM,0,0,1394.6984,0,0,0,0.0012499,0.002310295,0,0,0,0,0
ENDL2F,ENDL2F,0,0,1394.6984,0,0,0,0.0012499,0.002310295,0,0,0,0,0
BEGBC14,BEGBC14,0,0,1394.6984,0,0,0,0.0012499,0.002310295,0,0,0,0,0
DM20,DM20,0,0,1394.6984,0,0,0,0.0012499,0.002310295,0.0342,0,0,0,0
Q14701,Q14701,0,0,1394.7326,0,0,0,0.001249795,0.002313031,0.0534,0,-0.088041932,0,0
BPM14701,BPM14701,0,0,1394.786,0,0,0,0.001252572,0.002311864,0,0,0,0,0
Q14701,Q14701,0,0,1394.786,0,0,0,0.001252572,0.002311864,0.0534,0,-0.088041932,0,0
DM21A,DM21A,0,0,1394.8394,0,0,0,0.001261243,0.002299834,0.6096,0,0,0,0
DM21H,DM21H,0,0,1395.449,0,0,0,0.001394177,0.002100681,0.193,0,0,0,0
DM21B,DM21B,0,0,1395.642,0,0,0,0.001436328,0.002037646,0.6340002,0,0,0,0
VV14711,VV14711,0,0,1396.276,0,0,0,0.001574962,0.001830644,0,0,0,0,0
DM21C,DM21C,0,0,1396.276,0,0,0,0.001574962,0.001830644,0.4973004,0,0,0,0
QM14715,QM14715,0,0,1396.773301,0,0,0,0.001683857,0.001668369,0.0534,0,0.081559973,0,0
BPM14715,BPM14715,0,0,1396.826701,0,0,0,0.001691883,0.001654572,0,0,0,0,0
QM14715,QM14715,0,0,1396.826701,0,0,0,0.001691883,0.001654572,0.0534,0,0.081559973,0,0
DM21D,DM21D,0,0,1396.880101,0,0,0,0.001692544,0.001647984,0.316596,0,0,0,0
DM21E,DM21E,0,0,1397.196697,0,0,0,0.001674631,0.001630255,0.193068791,0,0,0,0
BEGBC14E,BEGBC14E,0,0,1397.389765,0,0,0,0.001663729,0.001619466,0,0,0,0,0
BCX14720A,BCX14720A,0,0,1397.389765,0,0,0,0.001663729,0.001619466,0.274520091,-0.020955309,0,0,0
BCX14720B,BCX14720B,0.002876233,0,1397.664265,0,0.020955395,0,0.001656913,0.001604221,0.274640734,-0.020964562,0,0,0
DBQ2A,DBQ2A,0.011508725,0,1397.938765,0,0.04192,0,0.001771492,0.001588998,1.96063935,0,0,0,0
CQ14738,CQ14738,0.093674657,0,1399.897682,0,0.04192,0,0.005819931,0.001482376,0.054,0,-0.000201203,0,0
CQ14738,CQ14738,0.095937674,0,1399.951635,0,0.04192,0,0.005950353,0.001479464,0.054,0,-0.000201203,0,0
D21OA,D21OA,0.098200691,0,1400.005587,0,0.04192,0,0.006081078,0.001476537,7.80229831,0,0,0,0
BCX14796A,BCX14796A,0.425177252,0,1407.801031,0,0.04192,0,0.02554985,0.001079666,0.274640734,0.020964562,0,0,0
BCX14796B,BCX14796B,0.433809744,0,1408.075531,0,0.020955395,0,0.02608409,0.00106615,0.274520091,0.020955395,0,0,0
DDG0,DDG0,0.436685977,0,1408.350031,0,0,0,0.026261733,0.001052765,0.131153711,0,0,0,0
DDG21,DDG21,0.436685977,0,1408.481185,0,0,0,0.026261471,0.001046433,0.24864,0,0,0,0
BPM14801,BPM14801,0.436685977,0,1408.729825,0,0,0,0.026260983,0.001034516,0,0,0,0,0
DDG22A,DDG22A,0.436685977,0,1408.729825,0,0,0,0.026260983,0.001034516,0.08223,0,0,0,0
DDG22B,DDG22B,0.436685977,0,1408.812055,0,0,0,0.026260824,0.0010306,0.08223,0,0,0,0
DDG23,DDG23,0.436685977,0,1408.894285,0,0,0,0.026260666,0.001026697,0.182606,0,0,0,0
PR14803,PR14803,0.436685977,0,1409.076891,0,0,0,0.026260319,0.001018075,0,0,0,0,0
DDG24,DDG24,0.436685977,0,1409.076891,0,0,0,0.026260319,0.001018075,0.234494,0,0,0,0
DDGA,DDGA,0.436685977,0,1409.311385,0,0,0,0.026259882,0.001007099,0.13118372,0,0,0,0
BCX14808A,BCX14808A,0.436685977,0,1409.442569,0,0,0,0.026259641,0.001001007,0.274520091,0.020955352,0,0,0
BCX14808B,BCX14808B,0.433809744,0,1409.717069,0,-0.020955395,0,0.026080928,0.000988433,0.274640734,0.020964605,0,0,0
D210B1,D210B1,0.425177252,0,1409.991569,0,-0.04192,0,0.025545546,0.000975989,0.1,0,0,0,0
CE14802,CE14802,0.420986479,0,1410.091481,0,-0.04192,0,0.025293878,0.000971199,0,0,0,0,0
D210B2,D210B2,0.420986479,0,1410.091481,0,-0.04192,0,0.025293878,0.000971199,0.1,0,0,0,0
YC14820,YC14820,0.416795707,0,1410.191393,0,-0.04192,0,0.025042211,0.000966431,0,0,0,0,0
D210B,D210B,0.416795707,0,1410.191393,0,-0.04192,0,0.025042211,0.000966431,7.60229831,0,0,0,0
CQ14866,CQ14866,0.098200691,0,1417.787013,0,-0.04192,0,0.005932437,0.000702499,0.054,0,-0.000201203,0,0
CQ14866,CQ14866,0.095937674,0,1417.840965,0,-0.04192,0,0.005797428,0.000701584,0.054,0,-0.000201203,0,0
DBQ2B,DBQ2B,0.093674657,0,1417.894918,0,-0.04192,0,0.005662525,0.000700678,1.96063935,0,0,0,0
BCX14883A,BCX14883A,0.011508725,0,1419.853835,0,-0.04192,0,0.000967045,0.000679954,0.274640734,-0.020964562,0,0,0
BCX14883B,BCX14883B,0.002876233,0,1420.128335,0,-0.020955395,0,0.000698616,0.000679089,0.274520091,-0.020955395,0,0,0
ENDBC14E,ENDBC14E,0,0,1420.402835,0,0,0,0.000677051,0.000678712,0,0,0,0,0
CNT2B,CNT2B,0,0,1420.402835,0,0,0,0.000677051,0.000678712,0,0,0,0,0
D21W,D21W,0,0,1420.402835,0,0,0,0.000677051,0.000678712,0.304465382,0,0,0,0
D21X,D21X,0,0,1420.7073,0,0,0,0.000677534,0.000678901,0.2087,0,0,0,0
BL14888,BL14888,0,0,1420.916,0,0,0,0.00067822,0.000679384,0,0,0,0,0
D21Y,D21Y,0,0,1420.916,0,0,0,0.00067822,0.000679384,0.114235,0,0,0,0
IM14890,IM14890,0,0,1421.030235,0,0,0,0.000678718,0.00067977,0,0,0,0,0
DM23B,DM23B,0,0,1421.030235,0,0,0,0.000678718,0.00067977,0.227465,0,0,0,0
QM14891,QM14891,0,0,1421.2577,0,0,0,0.000679965,0.000680793,0.0534,0,0.044160661,0,0
BPM14891,BPM14891,0,0,1421.3111,0,0,0,0.000679506,0.000681885,0,0,0,0,0
QM14891,QM14891,0,0,1421.3111,0,0,0,0.000679506,0.000681885,0.0534,0,0.044160661,0,0
DM24A,DM24A,0,0,1421.3645,0,0,0,0.000677463,0.000684604,0.3065,0,0,0,0
VV14894,VV14894,0,0,1421.671,0,0,0,0.00066152,0.000705183,0,0,0,0,0
DM24B,DM24B,0,0,1421.671,0,0,0,0.00066152,0.000705183,0.178,0,0,0,0
DM24D,DM24D,0,0,1421.849,0,0,0,0.000652566,0.000717392,0.0707,0,0,0,0
Q14901,Q14901,0,0,1421.9197,0,0,0,0.000649074,0.00072229,0.0534,0,-0.062076298,0,0
BPM14901,BPM14901,0,0,1421.9731,0,0,0,0.000647536,0.00072481,0,0,0,0,0
Q14901,Q14901,0,0,1421.9731,0,0,0,0.000647536,0.00072481,0.0534,0,-0.062076298,0,0
DM25,DM25,0,0,1422.0265,0,0,0,0.000648167,0.000724943,0.3735,0,0,0,0
ENDBC14,ENDBC14,0,0,1422.4,0,0,0,0.000660684,0.000717901,0,0,0,0,0
BEGL3F,BEGL3F,0,0,1422.4,0,0,0,0.000660684,0.000717901,0,0,0,0,0
LI15BEG,LI15BEG,0,0,1422.4,0,0,0,0.000660684,0.000717901,0,0,0,0,0
K15_1A1,K15_1A1,0,0,1422.4,0,0,0,0.000660684,0.000717901,0.33,0,0,0,0
XC14900,XC14900,0,0,1422.73,0,0,0,0.000672294,0.000712027,0,0,0,0,0
K15_1A2,K15_1A2,0,0,1422.73,0,0,0,0.000672294,0.000712027,0.25,0,0,0,0
YC14900,YC14900,0,0,1422.98,0,0,0,0.000681584,0.000708002,0,0,0,0,0
K15_1A3,K15_1A3,0,0,1422.98,0,0,0,0.000681584,0.000708002,2.4641,0,0,0,0
K15_1B,K15_1B,0,0,1425.4441,0,0,0,0.000791599,0.00068817,3.0441,0,0,0,0
K15_1C,K15_1C,0,0,1428.4882,0,0,0,0.000960092,0.000714925,3.0441,0,0,0,0
K15_1D,K15_1D,0,0,1431.5323,0,0,0,0.001148647,0.000791274,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1434.5764,0,0,0,0.001347927,0.000903686,0.0342,0,0,0,0
Q15201,Q15201,0,0,1434.6106,0,0,0,0.001350268,0.000905145,0.0534,0,0.034108333,0,0
