"Element","Area","Type","Control System Name","Area2","Component Name","Component Comments","Slc Name","Symbols Upload Id","Ltu Upload Id","First Sourced From","Active","Filename","Sector","Sector Location","Undulator Cell","Keyword","Barcode","Engineering Name","SumL (m)","SumL (ft)","Linac Z (m)","Linac Z (ft)","Ltu SumL (m)","Ltu SumL (ft)","Ltu Linac Z (m)","Ltu Linac Z (ft)","Local Area Drawing","Irmis Ioc Names","Element Comment","Sections","Begin Dbmark","Begin SumL (m)","End Dbmark","End SumL (m)","Bsa Device","Obstruction","Effective Length (m)","Rf Frequency (MHz)","Rf Amplitude (MeV)","Rf Phase (deg)","Rf Gradient (MeV/m)","Rf Power Fraction","Z Length (m)","Fringe Field Integral","Integrated Field BL (kG-m)","Field B (T)","Integrated Field Grad GL (kG)","Field Gradient G (T/m)","Xal Scale Name","Xal Scale Value","Xal Polarity","Magnet X Coor (m)","Magnet Y Coor (m)","Magnet Z Coor (m)","Magnet X Angle (rad)","Magnet Y Angle (rad)","Magnet Z Angle (rad)","Solenoid Strength KS (1/m)","Undulator Period Length (m)","Undulator Strength K","X Size (m)","Y Size (m)","Section","Dist From Section Start (m)","Xal Keyword","S Display","Ltu Rf Frequency (MHz)","Ltu Rf Amplitude (MeV)","Ltu Rf Phase (deg)","Ltu Rf Gradient (MeV/m)","Ltu Rf Power Fraction","Ltu Z Length (m)","Ltu Fringe Field Integral","Ltu Integrated Field BL (kG-m)","Ltu Field B (T)","Ltu Integrated Field Grad GL (kG)","Ltu Field Gradient G (T/m)","Ltu Xal Scale Name","Ltu Xal Scale Value","Ltu Xal Polarity","Ltu Magnet X Coor","Ltu Magnet Y Coor","Ltu Magnet Z Coor","Ltu Magnet X Angle","Ltu Magnet Y Angle","Ltu Magnet Z Angle","Ltu Solenoid Strength Ks","Ltu Undulator Period Length","Ltu Undulator Strength K","Ltu X Size","Ltu Y Size","Ltu Section","Ltu Dist From Section Start","Ltu Xal Keyword","Ltu S Display","Ioc Captar Search","Slc Captar Search","Operation Status","Op Status Date","Beampath"
"LUSI","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","LUSI","3809.986735","12499.95648","3799.838986","12466.66334","1019.592574","3345.119993","751.843","2466.676509","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","18.072764","INST","3799.838986","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","18.072764","INST","3799.838986","%25","%25","","","SC_STMO,"
"BS3L0_LUSI","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BREMSS COLL","1785.284407","5857.232306","3799.934912","12466.978058","757.9447469","2486.695364","751.938927","2466.99123","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","51.410991","INST","3799.934912","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","51.410991","INST","3799.934912","%25","%25","","","CU_HXTES,"
"PC3K4_XTES","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","PHOTON COLL","3811.019127","12503.343593","3800.87107","12470.049442","1020.624966","3348.507106","752.875095","2470.062648","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","19.105156","INST","3800.87107","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","19.105156","INST","3800.87107","%25","%25","","","SC_STMO,"
"SL3L0_PWR_FUT","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","POWER SLITS (F)","1786.509339","5861.251112","3801.159831","12470.996821","759.1696792","2490.714171","753.163859","2471.010036","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","52.635923","INST","3801.159831","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","52.635923","INST","3801.159831","%25","%25","","","CU_HXTES,"
"ST2K4_BCS","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","STOPPER","3811.420806","12504.661437","3801.272628","12471.36689","1021.026645","3349.824951","753.276658","2471.380112","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","19.506835","INST","3801.272628","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","19.506835","INST","3801.272628","%25","%25","","","SC_STMO,"
"EM3L0_IPM_FUT","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","IPM (F)","1786.670093","5861.77852","3801.320583","12471.524222","759.3304327","2491.241577","753.324613","2471.537444","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","52.796677","INST","3801.320583","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","52.796677","INST","3801.320583","%25","%25","","","CU_HXTES,"
"IM4L0_XTES","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","IMAGER","1786.904221","5862.546657","3801.554708","12472.292349","759.5645607","2492.009714","753.558741","2472.305581","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","53.030805","INST","3801.554708","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","53.030805","INST","3801.554708","%25","%25","","","CU_HXTES,"
"TV1K3_VGC_1","SXTES","MAD","","SXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","GATE VALVE","3811.725782","12505.662014","3801.566623","12472.33144","1021.331621","3350.825528","753.570655","2472.344669","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","19.811811","INST","3801.566623","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","19.811811","INST","3801.566623","%25","%25","","","SC_STXI,"
"ST3K4_PPS","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","STOPPER","3812.152359","12507.061545","3802.003963","12473.766283","1021.758198","3352.225059","754.008","2473.779528","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","20.238388","INST","3802.003963","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","20.238388","INST","3802.003963","%25","%25","","","SC_STMO,"
"ST3K4_PPS_GBC_1","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","BCS VAC SENSOR","3812.152359","12507.061545","3802.003963","12473.766283","1021.758198","3352.225059","754.008","2473.779528","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","20.238388","INST","3802.003963","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","20.238388","INST","3802.003963","%25","%25","","","SC_STMO,"
"ST1L1_PPS","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","PPS STOPPER","1787.654811","5865.009222","3802.300215","12474.738238","760.3151505","2494.472279","754.304256","2474.751496","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","14.309396","INST","3802.300215","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","14.309396","INST","3802.300215","%25","%25","","","CU_HTXI,"
"ST1L1_PPS_GBC_1","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BCS VAC SENSOR","1787.654811","5865.009222","3802.300215","12474.738238","760.3151505","2494.472279","754.304256","2474.751496","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","14.309396","INST","3802.300215","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","14.309396","INST","3802.300215","%25","%25","","","CU_HTXI,"
"ST3K4_PPS_VGC_1","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","GATE VALVE","3812.613379","12508.574078","3802.464845","12475.278363","1022.219218","3353.737592","754.468887","2475.291624","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","20.699408","INST","3802.464845","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","20.699408","INST","3802.464845","%25","%25","","","SC_STMO,"
"ST1K3_PPS","SXTES","MAD","","SXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","STOPPER","3812.862569","12509.391631","3802.702516","12476.058123","1022.468408","3354.555144","754.706561","2476.071394","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","20.948598","INST","3802.702516","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","20.948598","INST","3802.702516","%25","%25","","","SC_STXI,"
"ST1K3_PPS_GBC_1","SXTES","MAD","","SXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","BCS VAC SENSOR","3812.862569","12509.391631","3802.702516","12476.058123","1022.468408","3354.555144","754.706561","2476.071394","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","20.948598","INST","3802.702516","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","20.948598","INST","3802.702516","%25","%25","","","SC_STXI,"
"AL1K4_L2SI","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","LASER","3813.018117","12509.901959","3802.869462","12476.605846","1022.623956","3355.065472","754.873509","2476.619124","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.104146","INST","3802.869462","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.104146","INST","3802.869462","%25","%25","","","SC_STMO,"
"SL1K4_SCATTER","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","SLIT","3813.245674","12510.648537","3803.096951","12477.352201","1022.851513","3355.812051","755.101","2477.365486","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.331703","INST","3803.096951","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.331703","INST","3803.096951","%25","%25","","","SC_STMO,"
"ST1L0_PPS","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","PPS STOPPER","1788.605895","5868.129577","3803.256364","12477.87521","761.2662351","2497.592635","755.260415","2477.888501","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","54.732479","INST","3803.256364","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","54.732479","INST","3803.256364","%25","%25","","","CU_HXTES,"
"ST1L0_PPS_GBC_1","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BCS VAC SENSOR","1788.605895","5868.129577","3803.256364","12477.87521","761.2662351","2497.592635","755.260415","2477.888501","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","54.732479","INST","3803.256364","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","54.732479","INST","3803.256364","%25","%25","","","CU_HXTES,"
"IM2K4_PPM","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","PPM","3813.465701","12511.37041","3803.316912","12478.073858","1023.07154","3356.533924","755.320963","2478.087149","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.55173","INST","3803.316912","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.55173","INST","3803.316912","%25","%25","","","SC_STMO,"
"IM2K4_XTES_VRM_1","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","RIGHT ANGLE VALV","3813.742817","12512.279583","3803.593945","12478.982759","1023.348656","3357.443097","755.598","2478.996063","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.828846","INST","3803.593945","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.828846","INST","3803.593945","%25","%25","","","SC_STMO,"
"PC4K4_XTES_GCC_1","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","COLD CATHODE GAU","3813.742817","12512.279583","3803.593945","12478.982759","1023.348656","3357.443097","755.598","2478.996063","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.828846","INST","3803.593945","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.828846","INST","3803.593945","%25","%25","","","SC_STMO,"
"PC4K4_XTES_GPI_1","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","PIRANI GAUGE","3813.742817","12512.279583","3803.593945","12478.982759","1023.348656","3357.443097","755.598","2478.996063","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.828846","INST","3803.593945","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.828846","INST","3803.593945","%25","%25","","","SC_STMO,"
"PC4K4_XTES_PIP_1","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","ION PUMP 80 L/S","3813.742817","12512.279583","3803.593945","12478.982759","1023.348656","3357.443097","755.598","2478.996063","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.828846","INST","3803.593945","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","21.828846","INST","3803.593945","%25","%25","","","SC_STMO,"
"PC3L1_L2SI","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","PHOTON COLL","1789.050549","5869.588415","3803.695392","12479.315591","761.7108891","2499.051473","755.699448","2479.328898","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","15.705134","INST","3803.695392","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","15.705134","INST","3803.695392","%25","%25","","","CU_HTXI,"
"PC4L0_XTES","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","PHOTON COLL","1789.09351","5869.729364","3803.743974","12479.47498","761.7538501","2499.192422","755.74803","2479.488287","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","55.220094","INST","3803.743974","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","55.220094","INST","3803.743974","%25","%25","","","CU_HXTES,"
"BT3L1_COMBO","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BTM","1789.106937","5869.773415","3803.751757","12479.500515","761.7672771","2499.236473","755.755814","2479.513825","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","15.761522","INST","3803.751757","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","15.761522","INST","3803.751757","%25","%25","","","CU_HTXI,"
"BT5L0_COMBO","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BTM","1789.14534","5869.899409","3803.795803","12479.645023","761.8056803","2499.362468","755.79986","2479.658333","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","55.271924","INST","3803.795803","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","55.271924","INST","3803.795803","%25","%25","","","CU_HXTES,"
"BS2L1_LUSI","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BREMSS COLL","1789.26716","5870.299081","3803.911916","12480.025971","761.9275003","2499.76214","755.915974","2480.039285","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","15.921745","INST","3803.911916","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","15.921745","INST","3803.911916","%25","%25","","","CU_HTXI,"
"PC3K3_L2SI","SXTES","MAD","","SXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","PHOTON COLL","3814.07695","12513.37582","3803.915942","12480.03918","1023.682789","3358.539334","755.92","2480.052493","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","22.162979","INST","3803.915942","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","22.162979","INST","3803.915942","%25","%25","","","SC_STXI,"
"PC4K4_XTES","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","PHOTON COLL","3814.073778","12513.365413","3803.924807","12480.068264","1023.679617","3358.528927","755.928866","2480.081581","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","22.159807","INST","3803.924807","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","22.159807","INST","3803.924807","%25","%25","","","SC_STMO,"
"BS4L0_LUSI","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BREMSS COLL","1789.305564","5870.425079","3803.956025","12480.170686","761.9659035","2499.888135","755.960084","2480.184003","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","55.432148","INST","3803.956025","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","55.432148","INST","3803.956025","%25","%25","","","CU_HXTES,"
